Build Type,Date, Time, Application,Environment,Release,Publish Type,App Job Name, App Job Build Number,Spinner Job Name, Spinner Job Build Number,App Job Duration,Spinner Job Duration,Total Execution,Total Time (In mins.secs)
Auto,8/30/2016,07:11:41,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,747,PLM-WINDPLM-DB,636,16 mins 35 secs,0 mins 35 secs,17 mins 11 secs,17.11
Auto,8/30/2016,07:28:12,WINDPLM,QA,Release_4_5,all,PLM-WINDPLM-APP,748,PLM-WINDPLM-DB,637,16 mins 26 secs,0 mins 37 secs,17 mins 3 secs,17.3
Auto,8/30/2016,07:57:54,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,749,PLM-WINDPLM-DB,638,13 mins 19 secs,0 mins 39 secs,13 mins 58 secs,13.58
Manual,8/30/2016,08:46:46,ENERGYPLM,QA1,Release_6_1_20,all,PLM-ENERGYPLM-APP,345,PLM-ENERGYPLM-DB,265,17 mins 22 secs,0 mins 29 secs,17 mins 52 secs,17.52
Auto,8/30/2016,08:54:33,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,750,PLM-WINDPLM-DB,639,13 mins 51 secs,0 mins 40 secs,14 mins 31 secs,14.31
Auto,8/30/2016,09:51:41,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,751,PLM-WINDPLM-DB,640,13 mins 30 secs,0 mins 50 secs,14 mins 21 secs,14.21
Auto,8/30/2016,10:58:27,WINDPLM,QA,Release_4_5,app,PLM-WINDPLM-APP,752,,,0 mins 0 secs,,0 mins 0 secs,0.0
Manual,8/30/2016,11:19:46,ENERGYPLM,QA1,Release_6_1_20,db,PLM-ENERGYPLM-APP,346,PLM-ENERGYPLM-DB,266,12 mins 35 secs,0 mins 35 secs,13 mins 10 secs,13.10
Manual,8/30/2016,12:51:15,NuclearPLM,DEV,Release_4_0,all,PLM-NuclearPLM-APP,41,PLM-NuclearPLM-DB,31,66 mins 22 secs,2 mins 5 secs,68 mins 27 secs,68.27
Auto,8/30/2016,14:02:13,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,754,PLM-WINDPLM-DB,642,22 mins 28 secs,1 mins 0 secs,23 mins 29 secs,23.29
Manual,8/30/2016,14:09:57,ENERGYPLM,DEV1,Release_6_1_12,all,PLM-ENERGYPLM-APP,347,PLM-ENERGYPLM-DB,267,33 mins 45 secs,0 mins 28 secs,34 mins 14 secs,34.14
Auto,8/31/2016,00:54:49,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,755,PLM-WINDPLM-DB,643,18 mins 46 secs,0 mins 52 secs,19 mins 39 secs,19.39
Auto,8/31/2016,01:03:33,WINDPLM,QA2,Release_4_4,app,PLM-WINDPLM-APP,756,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/31/2016,03:00:57,WINDPLM,DEV4,wind_dev_4_4,app,PLM-WINDPLM-APP,757,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/31/2016,03:19:56,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,758,PLM-WINDPLM-DB,644,18 mins 6 secs,0 mins 39 secs,18 mins 46 secs,18.46
Auto,8/31/2016,03:38:34,WINDPLM,QA,Release_4_5,all,PLM-WINDPLM-APP,759,PLM-WINDPLM-DB,645,17 mins 49 secs,0 mins 42 secs,18 mins 31 secs,18.31
Auto,8/31/2016,03:56:56,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,760,PLM-WINDPLM-DB,646,15 mins 35 secs,0 mins 54 secs,16 mins 30 secs,16.30
Manual,8/31/2016,04:31:23,ENERGYPLM,QA1,Release_6_1_20,app,PLM-ENERGYPLM-APP,348,,,34 mins 20 secs,,34 mins 20 secs,34.20
Auto,8/31/2016,06:28:51,WINDPLM,QA,Release_4_5,db,PLM-WINDPLM-APP,761,PLM-WINDPLM-DB,647,13 mins 56 secs,0 mins 52 secs,14 mins 48 secs,14.48
Auto,8/31/2016,06:53:09,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,762,PLM-WINDPLM-DB,648,13 mins 21 secs,0 mins 57 secs,14 mins 18 secs,14.18
Auto,8/31/2016,07:05:51,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,763,PLM-WINDPLM-DB,649,13 mins 0 secs,0 mins 40 secs,13 mins 40 secs,13.40
Auto,8/31/2016,08:53:27,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,764,PLM-WINDPLM-DB,650,16 mins 39 secs,0 mins 47 secs,17 mins 27 secs,17.27
Auto,8/31/2016,09:12:24,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,765,PLM-WINDPLM-DB,651,18 mins 44 secs,0 mins 52 secs,19 mins 36 secs,19.36
Auto,8/31/2016,09:54:22,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,766,PLM-WINDPLM-DB,652,15 mins 12 secs,1 mins 13 secs,16 mins 26 secs,16.26
Manual,8/31/2016,10:23:56,ENERGYPLM,QA1,Release_6_1_12,db,PLM-ENERGYPLM-APP,349,PLM-ENERGYPLM-DB,268,25 mins 17 secs,0 mins 48 secs,26 mins 6 secs,26.6
Manual,8/31/2016,11:15:18,POWERPLM,DEV2,Release_1_0,db,PLM-POWERPLM-APP,66,PLM-POWERPLM-DB,50,57 mins 24 secs,1 mins 36 secs,59 mins 0 secs,59.0
Manual,8/31/2016,11:15:34,ENERGYPLM,QA1,Release_6_1_20,all,PLM-ENERGYPLM-APP,350,PLM-ENERGYPLM-DB,269,34 mins 58 secs,0 mins 35 secs,35 mins 34 secs,35.34
Manual,8/31/2016,11:58:18,WINDPLM,QA3,wind_dev_4_3_IB,all,PLM-WINDPLM-APP,767,PLM-WINDPLM-DB,653,22 mins 44 secs,1 mins 8 secs,23 mins 52 secs,23.52
Auto,8/31/2016,12:12:46,WINDPLM,QA,Release_4_5,db,PLM-WINDPLM-APP,768,PLM-WINDPLM-DB,654,14 mins 47 secs,0 mins 42 secs,15 mins 29 secs,15.29
Manual,8/31/2016,12:20:05,NuclearPLM,DEV,Release_4_0,all,PLM-NuclearPLM-APP,43,PLM-NuclearPLM-DB,33,74 mins 42 secs,2 mins 23 secs,77 mins 5 secs,77.5
Auto,8/31/2016,13:56:40,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,769,PLM-WINDPLM-DB,655,18 mins 33 secs,0 mins 47 secs,19 mins 21 secs,19.21
Manual,8/31/2016,16:38:55,ENERGYPLM,QA1,Release_6_1_20,all,PLM-ENERGYPLM-APP,351,PLM-ENERGYPLM-DB,270,16 mins 46 secs,0 mins 37 secs,17 mins 24 secs,17.24
Auto,8/31/2016,17:50:25,WINDPLM,DEV4,wind_dev_4_4,app,PLM-WINDPLM-APP,770,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/31/2016,23:50:00,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,771,PLM-WINDPLM-DB,656,18 mins 55 secs,0 mins 56 secs,19 mins 51 secs,19.51
Auto,9/1/2016,00:05:59,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,772,PLM-WINDPLM-DB,657,15 mins 55 secs,0 mins 53 secs,16 mins 48 secs,16.48
Auto,9/1/2016,00:25:11,WINDPLM,QA2,Release_4_4,app,PLM-WINDPLM-APP,773,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,9/1/2016,02:29:51,WINDPLM,QA,Release_4_5,db,PLM-WINDPLM-APP,774,PLM-WINDPLM-DB,658,24 mins 30 secs,1 mins 5 secs,25 mins 35 secs,25.35
Auto,9/1/2016,02:39:42,WINDPLM,QA,Release_4_5,app,PLM-WINDPLM-APP,775,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,9/1/2016,03:12:31,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,776,PLM-WINDPLM-DB,659,27 mins 2 secs,4 mins 21 secs,31 mins 23 secs,31.23
Manual,9/1/2016,03:17:08,POWERPLM,DEV2,Release_1_0,all,PLM-POWERPLM-APP,67,PLM-POWERPLM-DB,51,101 mins 45 secs,3 mins 0 secs,104 mins 45 secs,104.45
Auto,9/1/2016,03:59:19,WINDPLM,QA,Release_4_5,db,PLM-WINDPLM-APP,777,PLM-WINDPLM-DB,660,16 mins 47 secs,0 mins 43 secs,17 mins 30 secs,17.30
Auto,9/1/2016,06:55:34,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,778,PLM-WINDPLM-DB,661,13 mins 36 secs,0 mins 53 secs,14 mins 30 secs,14.30
Auto,9/1/2016,07:08:56,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,779,PLM-WINDPLM-DB,662,13 mins 18 secs,0 mins 42 secs,14 mins 0 secs,14.0
Auto,9/1/2016,08:56:54,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,780,PLM-WINDPLM-DB,663,14 mins 41 secs,1 mins 1 secs,15 mins 42 secs,15.42
Manual,9/1/2016,09:15:20,WINDPLM,QA3,wind_dev_4_3_IB,all,PLM-WINDPLM-APP,781,PLM-WINDPLM-DB,664,11 mins 13 secs,0 mins 41 secs,11 mins 55 secs,11.55
Manual,9/1/2016,09:19:34,NuclearPLM,QA,Release_4_0,all,PLM-NuclearPLM-APP,44,PLM-NuclearPLM-DB,34,79 mins 44 secs,2 mins 28 secs,82 mins 13 secs,82.13
Auto,9/1/2016,09:56:12,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,782,PLM-WINDPLM-DB,665,18 mins 20 secs,0 mins 50 secs,19 mins 10 secs,19.10
Manual,9/1/2016,10:14:07,WINDPLM,QA3,wind_dev_4_3_IB,all,PLM-WINDPLM-APP,783,PLM-WINDPLM-DB,666,17 mins 50 secs,0 mins 41 secs,18 mins 31 secs,18.31
Auto,9/1/2016,10:56:14,WINDPLM,DEV,wind_dev_4_5,app,PLM-WINDPLM-APP,784,,,0 mins 0 secs,,0 mins 0 secs,0.0
Manual,9/1/2016,11:51:55,WINDPLM,DEV,Release_4_3,db,PLM-WINDPLM-APP,785,PLM-WINDPLM-DB,667,14 mins 43 secs,0 mins 45 secs,15 mins 29 secs,15.29
Manual,9/1/2016,12:54:56,NuclearPLM,DEV,Release_4_0,all,PLM-NuclearPLM-APP,45,PLM-NuclearPLM-DB,35,66 mins 57 secs,1 mins 49 secs,68 mins 46 secs,68.46
Auto,9/1/2016,13:57:10,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,786,PLM-WINDPLM-DB,668,19 mins 6 secs,0 mins 52 secs,19 mins 59 secs,19.59
Manual,9/1/2016,15:22:13,POWERPLM,DEV1,Release_1_0,all,PLM-POWERPLM-APP,68,PLM-POWERPLM-DB,52,77 mins 14 secs,1 mins 28 secs,78 mins 42 secs,78.42
Manual,9/1/2016,16:35:53,POWERPLM,QA1,Release_1_0,all,PLM-POWERPLM-APP,69,PLM-POWERPLM-DB,53,74 mins 21 secs,1 mins 39 secs,76 mins 1 secs,76.1
Auto,9/1/2016,17:50:20,WINDPLM,DEV4,wind_dev_4_4,app,PLM-WINDPLM-APP,787,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,9/1/2016,23:56:49,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,788,PLM-WINDPLM-DB,669,14 mins 53 secs,0 mins 45 secs,15 mins 38 secs,15.38
Auto,9/2/2016,00:50:46,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,789,PLM-WINDPLM-DB,670,14 mins 35 secs,0 mins 51 secs,15 mins 27 secs,15.27
Auto,9/2/2016,01:29:12,WINDPLM,QA2,Release_4_4,app,PLM-WINDPLM-APP,790,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,9/2/2016,01:43:44,AEROPLM,DEV,Dev_3_10_0,db,PLM-AEROPLM-APP,194,PLM-AEROPLM-DB,200,7 mins 28 secs,1 mins 32 secs,9 mins 0 secs,9.0
Auto,9/2/2016,01:55:44,AEROPLM,DEV,Dev_3_10_0,app,PLM-AEROPLM-APP,195,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,9/2/2016,02:59:15,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,791,PLM-WINDPLM-DB,671,17 mins 31 secs,0 mins 36 secs,18 mins 8 secs,18.8
Auto,9/2/2016,03:56:31,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,792,PLM-WINDPLM-DB,672,16 mins 40 secs,0 mins 51 secs,17 mins 31 secs,17.31
Auto,9/2/2016,06:14:51,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,793,PLM-WINDPLM-DB,673,13 mins 56 secs,1 mins 45 secs,15 mins 41 secs,15.41
Auto,9/2/2016,06:51:43,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,794,PLM-WINDPLM-DB,674,13 mins 24 secs,0 mins 57 secs,14 mins 21 secs,14.21
Manual,9/2/2016,07:05:40,WINDPLM,DEV,Release_4_3,db,PLM-WINDPLM-APP,795,PLM-WINDPLM-DB,675,14 mins 16 secs,0 mins 42 secs,14 mins 59 secs,14.59
Manual,9/2/2016,07:43:09,WINDPLM,DEV,Release_4_3,db,PLM-WINDPLM-APP,796,PLM-WINDPLM-DB,676,6 mins 9 secs,0 mins 39 secs,6 mins 49 secs,6.49
Manual,9/2/2016,08:09:08,NuclearPLM,QA,Release_4_0,all,PLM-NuclearPLM-APP,46,PLM-NuclearPLM-DB,36,71 mins 20 secs,2 mins 34 secs,73 mins 55 secs,73.55
Manual,9/2/2016,08:32:23,WINDPLM,DEV,Release_4_3,db,PLM-WINDPLM-APP,797,PLM-WINDPLM-DB,677,5 mins 53 secs,0 mins 39 secs,6 mins 32 secs,6.32
Auto,9/2/2016,08:51:46,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,798,PLM-WINDPLM-DB,678,14 mins 21 secs,0 mins 45 secs,15 mins 6 secs,15.6
Manual,9/2/2016,09:45:16,PGSLM,QA,Release_1_2,all,PLM-PGSLM-APP,29,PLM-PGSLM-DB,18,37 mins 43 secs,2 mins 1 secs,39 mins 45 secs,39.45
Manual,9/2/2016,09:54:56,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,799,PLM-WINDPLM-DB,679,20 mins 24 secs,0 mins 39 secs,21 mins 3 secs,21.3
Manual,9/2/2016,13:21:26,NuclearPLM,DEV,Release_4_0,all,PLM-NuclearPLM-APP,47,PLM-NuclearPLM-DB,37,102 mins 24 secs,2 mins 32 secs,104 mins 57 secs,104.57
Manual,9/2/2016,13:22:13,POWERPLM,DEV1,Release_1_0,all,PLM-POWERPLM-APP,70,PLM-POWERPLM-DB,54,114 mins 9 secs,3 mins 31 secs,117 mins 40 secs,117.40
Manual,9/2/2016,14:39:47,POWERPLM,QA1,Release_1_0,all,PLM-POWERPLM-APP,71,PLM-POWERPLM-DB,55,69 mins 37 secs,1 mins 34 secs,71 mins 11 secs,71.11
Manual,9/6/2016,10:40:24,WINDPLM,QA,Release_4_3,db,PLM-WINDPLM-APP,803,PLM-WINDPLM-DB,682,8 mins 17 secs,1 mins 0 secs,9 mins 18 secs,9.18
Auto,9/6/2016,11:13:07,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,804,PLM-WINDPLM-DB,683,27 mins 58 secs,0 mins 55 secs,28 mins 54 secs,28.54
Manual,9/6/2016,12:06:49,NuclearPLM,DEV,Release_4_0,all,PLM-NuclearPLM-APP,50,PLM-NuclearPLM-DB,39,86 mins 14 secs,1 mins 54 secs,88 mins 8 secs,88.8
Manual,9/6/2016,13:04:57,POWERPLM,DEV1,Release_1_0,all,PLM-POWERPLM-APP,72,PLM-POWERPLM-DB,56,84 mins 50 secs,1 mins 35 secs,86 mins 26 secs,86.26
Auto,9/6/2016,14:00:05,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,805,PLM-WINDPLM-DB,684,21 mins 50 secs,0 mins 49 secs,22 mins 39 secs,22.39
Auto,9/7/2016,00:04:22,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,806,PLM-WINDPLM-DB,685,17 mins 59 secs,1 mins 12 secs,19 mins 11 secs,19.11
Auto,9/7/2016,00:14:24,WINDPLM,QA2,Release_4_4,app,PLM-WINDPLM-APP,807,,,11 mins 32 secs,,11 mins 32 secs,11.32
Auto,9/7/2016,03:04:54,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,808,PLM-WINDPLM-DB,686,20 mins 55 secs,0 mins 40 secs,21 mins 35 secs,21.35
Auto,9/7/2016,06:32:21,WINDPLM,QA,Release_4_5,all,PLM-WINDPLM-APP,809,PLM-WINDPLM-DB,687,19 mins 45 secs,0 mins 46 secs,20 mins 31 secs,20.31
Auto,9/7/2016,07:05:09,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,810,PLM-WINDPLM-DB,688,22 mins 48 secs,0 mins 45 secs,23 mins 34 secs,23.34
Manual,9/7/2016,07:55:02,NuclearPLM,QA,Release_4_0,all,PLM-NuclearPLM-APP,51,PLM-NuclearPLM-DB,40,80 mins 15 secs,2 mins 34 secs,82 mins 50 secs,82.50
Auto,9/7/2016,08:13:20,WINDPLM,QA,Release_4_5,db,PLM-WINDPLM-APP,811,PLM-WINDPLM-DB,689,16 mins 34 secs,0 mins 51 secs,17 mins 26 secs,17.26
Auto,9/7/2016,10:00:48,AEROPLM,QA,Release_3_10_0,all,PLM-AEROPLM-APP,196,PLM-AEROPLM-DB,201,24 mins 8 secs,1 mins 4 secs,25 mins 12 secs,25.12
Auto,9/7/2016,10:58:49,WINDPLM,DEV,wind_dev_4_5,app,PLM-WINDPLM-APP,812,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,9/7/2016,12:24:03,WINDPLM,QA,Release_4_5,all,PLM-WINDPLM-APP,813,PLM-WINDPLM-DB,690,17 mins 27 secs,0 mins 40 secs,18 mins 7 secs,18.7
Auto,9/7/2016,13:53:37,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,814,PLM-WINDPLM-DB,691,13 mins 47 secs,0 mins 54 secs,14 mins 42 secs,14.42
Manual,9/7/2016,14:55:35,ENERGYPLM,DEV1,Release_6_1_15,all,PLM-ENERGYPLM-APP,361,PLM-ENERGYPLM-DB,277,17 mins 40 secs,0 mins 29 secs,18 mins 10 secs,18.10
Manual,9/7/2016,16:10:46,POWERPLM,DEV1,Release_1_0,all,PLM-POWERPLM-APP,73,PLM-POWERPLM-DB,57,83 mins 49 secs,1 mins 38 secs,85 mins 27 secs,85.27
Manual,9/7/2016,17:26:35,POWERPLM,QA1,Release_1_0,all,PLM-POWERPLM-APP,74,PLM-POWERPLM-DB,58,75 mins 56 secs,1 mins 35 secs,77 mins 31 secs,77.31
Auto,9/8/2016,02:33:07,WINDPLM,QA,Release_4_5,all,PLM-WINDPLM-APP,815,PLM-WINDPLM-DB,692,20 mins 34 secs,0 mins 42 secs,21 mins 16 secs,21.16
Auto,9/8/2016,02:59:46,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,816,PLM-WINDPLM-DB,693,17 mins 1 secs,0 mins 45 secs,17 mins 46 secs,17.46
Manual,9/8/2016,05:39:10,ENERGYPLM,QA1,Release_6_1_20,db,PLM-ENERGYPLM-APP,362,PLM-ENERGYPLM-DB,278,25 mins 36 secs,0 mins 43 secs,26 mins 20 secs,26.20
Auto,9/8/2016,06:49:01,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,817,PLM-WINDPLM-DB,694,9 mins 32 secs,0 mins 39 secs,10 mins 11 secs,10.11
